---,data\processed\anova_results.csv,---
test,f_statistic,p_value,eta_squared,alpha,significant
one_way_anova,4.763660698744199,0.030001813543295945,0.4425688278431127,0.05,True
---,data\processed\assumption_checks.csv,---
test,group,statistic,p_value,passes_alpha_0_05
shapiro_all,all_values,0.9564986531717928,0.631826501433014,True
shapiro_group,A,0.9491292702761656,0.7309662489339888,True
shapiro_group,B,0.9101268519316914,0.4683530732273024,True
shapiro_group,C,0.8468922891144015,0.18489355275571223,True
levene,all_groups,0.9261353044998359,0.4226313158298389,True
---,data\processed\augmented_spoilage_monte_carlo.csv,---
time_h,meat_surface_ph,G,source
8.980425003441997,6.1821791661469625,72.98162729259349,monte_carlo
0.0,5.810205182399978,74.43498506365714,monte_carlo
13.421777703650012,6.39373104555727,69.73129015155612,monte_carlo
29.437734370503698,7.074585048459539,68.75726237244713,monte_carlo
18.620087002916783,6.524763651836553,61.39290172513023,monte_carlo
27.949133558266105,7.128013134070998,71.88565797891371,monte_carlo
4.782803022917266,5.945404949264229,63.330236975024484,monte_carlo
28.318157268866994,7.041372280137918,65.58248825036,monte_carlo
20.31806411568237,6.7167971636943635,73.49770363951791,monte_carlo
12.66174809432815,6.277852530136152,63.80504535031542,monte_carlo
0.0,5.8,60.37950134277344,monte_carlo
28.137605400395138,7.009837041147566,70.10052330421198,monte_carlo
14.861362321824366,6.547718001191758,74.44343425638746,monte_carlo
10.082383215759286,6.116905902402292,60.37950134277344,monte_carlo
25.092928420477076,6.937123969195198,71.47601198270458,monte_carlo
15.913733636286835,6.419439163201402,61.96630501014975,monte_carlo
7.6567619309865815,6.057390702426977,63.89284949758372,monte_carlo
3.5877512520389363,5.996075297617655,73.42106396697012,monte_carlo
19.96792446936757,6.762602941633812,75.50038520192906,monte_carlo
0.0,5.8,64.33311312339768,monte_carlo
36.0,7.5,81.3985859113877,monte_carlo
10.795675520744297,6.1422797397008235,60.59052669862273,monte_carlo
18.978869153388302,6.640073555293328,73.65673057115573,monte_carlo
14.501713553473646,6.577915590119379,77.57185111340877,monte_carlo
29.102545458239103,7.119193760922171,71.49322950252872,monte_carlo
5.995968536552256,6.016751814265544,66.81266501919164,monte_carlo
7.174945941825671,6.052094385410725,66.51359154951116,monte_carlo
23.22457842914822,6.912681825030486,75.05393124504964,monte_carlo
32.55094578187109,7.326622648263059,73.31822682338364,monte_carlo
17.31532661066659,6.5076289191860734,65.64579699673918,monte_carlo
7.317105204118501,6.089817764892981,64.98350170226536,monte_carlo
11.83545407861575,6.48981511179511,79.35010733008431,monte_carlo
29.60743618703131,7.241836316577149,83.10768326055111,monte_carlo
26.249854581816223,6.978881107155909,76.70034384997462,monte_carlo
22.742470337309864,6.83576833034115,66.44474868149125,monte_carlo
15.678512955653906,6.571779510304995,75.69217848846893,monte_carlo
0.1299797209972482,5.801457747025521,73.72215103404102,monte_carlo
11.183545086106253,6.375870047907281,70.71063939408094,monte_carlo
13.47125971126933,6.398938630184604,71.37707638835028,monte_carlo
20.627433078577234,6.628343351555537,60.37950134277344,monte_carlo
